Q18152976 P159 Q65
Q2779429 P131 Q572993
Q2779429 P17 Q792
Q779 P421 Q941023
Q779 P17 Q30
Q575715 P421 Q6655
Q575715 P131 Q54889
Q575715 P17 Q29
Q22059161 P131 Q1415
Q22059161 P17 Q30
Q681274 P159 Q68120
Q681274 P17 Q39
Q3513748 P131 Q13972
Q3513748 P17 Q191
Q999216 P131 Q837891
Q999216 P17 Q214
Q5379875 P17 Q29
Q5379875 P131 Q1983359
Q1085872 P131 Q1270623
Q1085872 P131 Q12626
Q1085872 P17 Q142
Q1795278 P17 Q155
Q6732942 P17 Q794
Q6732942 P131 Q180068
Q65618 P17 Q39
Q65618 P131 Q666217
Q65618 P131 Q11911
Q8006080 P131 Q2138
Q8006080 P17 Q16
Q7718533 P131 Q724
Q7718533 P17 Q30
Q4359401 P27 Q191077
Q6356946 P421 Q6655
Q6356946 P17 Q36
Q6356946 P421 Q6723
Q1232459 P17 Q204920
Q5857665 P17 Q794
Q5857665 P131 Q5684075
Q2304496 P131 Q54440
Q2304496 P17 Q30
Q5583178 P131 Q2018200
Q5583178 P17 Q30
Q912750 P131 Q54160
Q988192 P131 Q837891
Q1027004 P17 Q717
Q1027004 P131 Q190687
Q337780 P131 Q837897
Q337780 P17 Q214
Q871344 P131 Q3093
Q871344 P131 Q28667
Q871344 P17 Q142
Q871344 P421 Q6655
Q555940 P17 Q800
Q7281851 P131 Q551469
Q7281851 P421 Q6723
Q7281851 P421 Q6655
Q153015 P36 Q1731
Q153015 P30 Q46
Q153015 P131 Q43287
Q273915 P131 Q13843
Q273915 P17 Q928
Q273915 P421 Q6985
Q3308631 P131 Q43387
Q3308631 P17 Q43
Q695388 P17 Q40
Q695388 P131 Q1741
Q695388 P131 Q256778
Q5826594 P17 Q794
Q5826594 P131 Q5683271
Q4640030 P17 Q30
Q4640030 P159 Q1617253
Q732973 P17 Q96
Q1917885 P17 Q29
Q1917885 P131 Q2247626
Q115882 P131 Q672362
Q33169 P17 Q215
Q65834 P17 Q39
Q65834 P421 Q6723
Q65834 P131 Q12713
Q65834 P421 Q6655
Q65834 P131 Q175071
Q5862407 P17 Q794
Q5862407 P131 Q5747278
Q5911175 P17 Q29
Q849346 P421 Q6655
Q849346 P421 Q6723
Q849346 P131 Q1724503
Q849346 P131 Q3093
Q849346 P17 Q142
Q10854753 P17 Q204920
Q7126313 P17 Q717
Q7126313 P131 Q171632
Q1544003 P17 Q29
Q1544003 P36 Q1641285
Q1544003 P131 Q54955
Q1540744 P17 Q763
Q5839940 P17 Q794
Q5839940 P131 Q15215540
Q5835106 P131 Q15215541
Q5835106 P17 Q794
Q636611 P17 Q183
Q636611 P131 Q2970
Q552018 P131 Q700965
Q552018 P17 Q142
Q483080 P17 Q30
Q483080 P159 Q600614
Q483080 P159 Q1617253
Q948231 P17 Q30
Q948231 P131 Q5925
Q5338336 P131 Q43387
Q5338336 P17 Q43
Q1584996 P17 Q717
Q2327675 P131 Q256618
Q2327675 P17 Q36
Q4825510 P421 Q6760
Q4825510 P131 Q1004613
Q4825510 P17 Q43
Q2047561 P17 Q29
Q2047561 P131 Q1553230
Q414 P30 Q18
Q414 P421 Q6513
Q414 P17 Q414
Q573288 P421 Q6655
Q573288 P421 Q6723
Q573288 P17 Q183
Q573288 P131 Q5956
Q4012798 P131 Q188315
Q4012798 P17 Q38
Q25248050 P17 Q750
Q25248050 P131 Q238079
Q8055713 P17 Q145
Q2327542 P17 Q36
Q2327542 P131 Q256618
Q4825798 P17 Q43
Q4825798 P421 Q6760
Q1993010 P131 Q34265
Q1993010 P17 Q29
Q2742082 P159 Q14314
Q2086811 P421 Q6723
Q2086811 P131 Q2327675
Q2086811 P421 Q6655
Q3455018 P17 Q191
Q3455018 P131 Q334757
Q3306 P131 Q2216411
Q3306 P421 Q5390
Q3306 P17 Q804
Q2536103 P17 Q30
Q2536103 P421 Q5390
Q2536103 P131 Q54163
Q18121772 P17 Q191
Q18121772 P131 Q631209
Q767660 P131 Q1782406
Q767660 P17 Q96
Q2040100 P131 Q54939
Q2040100 P17 Q29
Q2040100 P131 Q2298465
Q6722659 P131 Q3224
Q1072637 P131 Q747926
Q1072637 P17 Q214
Q4641838 P17 Q30
Q4641838 P159 Q1617253
Q19971400 P131 Q267329
Q1023654 P17 Q16
Q1023654 P131 Q1965
Q7417830 P131 Q2571648
Q7417830 P17 Q794
Q867285 P421 Q6723
Q867285 P131 Q949209
Q867285 P421 Q6655
Q867285 P131 Q3093
Q867285 P17 Q142
Q734182 P421 Q6655
Q734182 P131 Q2327675
Q734182 P17 Q36
Q734182 P421 Q6723
Q4825297 P17 Q43
Q4825297 P421 Q6760
Q4825297 P131 Q1004613
Q697572 P17 Q40
Q697572 P131 Q1741
Q697572 P131 Q267329
Q627812 P17 Q183
Q627812 P421 Q6655
Q627812 P421 Q6723
Q4978804 P131 Q1415
Q4978804 P17 Q30
Q42731 P27 Q29
Q2038325 P17 Q96
Q2038325 P131 Q15282
Q2112695 P17 Q30
Q2112695 P131 Q500776
Q840764 P421 Q6655
Q840764 P17 Q142
Q840764 P131 Q3093
Q840764 P421 Q6723
Q840764 P131 Q1725784
Q5835436 P131 Q15215540
Q5835436 P17 Q794
Q5574034 P131 Q17054
Q5574034 P17 Q142
Q984626 P27 Q12544
Q587133 P421 Q6655
Q587133 P17 Q183
Q587133 P131 Q6115
Q587133 P421 Q6723
Q2077685 P17 Q155
Q2077685 P131 Q42722
Q53907 P421 Q6723
Q53907 P131 Q6234
Q53907 P421 Q6655
Q1787284 P17 Q30
Q1787284 P131 Q501163
Q491046 P36 Q913153
Q491046 P131 Q724
Q25105161 P131 Q238079
Q25105161 P17 Q750
Q5096484 P131 Q771
Q5096484 P17 Q30
Q5096484 P131 Q54160
Q5019121 P17 Q29
Q5019121 P131 Q12273
Q11715158 P421 Q6655
Q11715158 P421 Q6723
Q11715158 P131 Q2279971
Q11715158 P17 Q36
Q1986600 P17 Q30
Q1986600 P131 Q468557
Q867571 P421 Q6655
Q867571 P17 Q142
Q867571 P131 Q3093
Q867571 P421 Q6723
Q867571 P131 Q568001
Q6835903 P27 Q41
Q633224 P131 Q12626
Q633224 P17 Q142
Q633224 P131 Q1270623
Q1768253 P17 Q29
Q1768253 P131 Q54955
Q3773070 P159 Q100041
Q7511553 P131 Q816
Q7511553 P17 Q30
Q847586 P17 Q142
Q847586 P131 Q3093
Q847586 P421 Q6723
Q847586 P421 Q6655
Q847586 P131 Q1637925
Q24970593 P17 Q7318
Q108946 P915 Q3699365
Q5861270 P131 Q5747278
Q5861270 P17 Q794
Q1640640 P17 Q763
Q1640640 P131 Q41295
Q16950470 P17 Q30
Q16950470 P159 Q16553
Q7004971 P17 Q763
Q7969240 P17 Q30
Q25104981 P17 Q750
Q25104981 P131 Q238079
Q631654 P17 Q183
Q631654 P131 Q2970
Q631654 P421 Q6655
Q631654 P421 Q6723
Q1651642 P17 Q29
Q1651642 P131 Q54955
Q1651642 P421 Q6655
Q6326648 P159 Q594275
Q878266 P17 Q217
Q1957896 P17 Q30
Q18345055 P159 Q66964
Q1917879 P131 Q500776
Q1917879 P17 Q30
Q1988038 P131 Q468557
Q1988038 P17 Q30
Q1005750 P131 Q780784
Q1005750 P17 Q774
Q5245026 P131 Q58774
Q2691889 P131 Q701213
Q2691889 P17 Q142
Q2691889 P36 Q81621
Q2691889 P131 Q17054
Q65991 P131 Q12713
Q65991 P131 Q660450
Q16895056 P131 Q28249
Q315121 P421 Q6985
Q315121 P17 Q928
Q1273676 P27 Q386496
Q1273676 P27 Q241748
Q1273676 P27 Q191077
Q5469048 P131 Q49158
Q5469048 P17 Q30
Q3395177 P17 Q763
Q3395177 P131 Q657318
Q2206657 P17 Q30
Q2206657 P131 Q500776
Q15977 P421 Q6723
Q15977 P17 Q183
Q15977 P131 Q5936
Q15977 P421 Q6655
Q2041554 P17 Q30
Q2041554 P131 Q497172
Q24693724 P131 Q1415
Q24693724 P17 Q30
Q1635901 P421 Q6655
Q1635901 P17 Q29
Q5060768 P131 Q5073911
Q5858189 P131 Q5691747
Q5858189 P17 Q794
Q1353635 P131 Q486556
Q1353635 P17 Q183
Q1754163 P131 Q36433
Q1754163 P17 Q45
Q1831094 P1376 Q2428925
Q1831094 P17 Q142
Q5838142 P17 Q794
Q5838142 P131 Q15726299
Q6356922 P421 Q6723
Q6356922 P131 Q2309437
Q6356922 P17 Q36
Q25205435 P131 Q238079
Q4948003 P131 Q100
Q4948003 P17 Q30
Q960585 P421 Q6655
Q960585 P131 Q55180
Q960585 P17 Q29
Q503094 P421 Q6655
Q503094 P17 Q29
Q503094 P131 Q3934
Q23071 P17 Q29
Q23071 P131 Q1421124
Q23071 P421 Q6655
Q5825806 P17 Q794
Q5825806 P131 Q5683271
Q882286 P17 Q183
Q529435 P17 Q183
Q1075116 P131 Q724
Q1075116 P17 Q30
Q1075116 P131 Q997170
Q132353 P131 Q13900
Q132353 P17 Q928
Q132353 P421 Q6985
Q25100846 P17 Q419
Q725676 P159 Q3306
Q4981511 P131 Q2309437
Q4981511 P421 Q6723
Q4981511 P17 Q36
Q215 P421 Q6723
Q215 P17 Q215
Q215 P421 Q25989
Q215 P421 Q6655
Q215 P30 Q46
Q5856328 P17 Q794
Q5856328 P131 Q5747278
Q390730 P131 Q1741
Q390730 P17 Q40
Q390730 P131 Q267329
Q3648676 P159 Q486860
Q5856335 P131 Q5685365
Q5856335 P17 Q794
Q4051209 P159 Q49191
Q485610 P915 Q65
Q810454 P17 Q30
Q810454 P131 Q507382
Q6927937 P131 Q1415
Q6927937 P17 Q30
Q6927937 P131 Q6346
Q15176 P17 Q148
Q15176 P421 Q6985
Q1024341 P159 Q1555
Q1024341 P17 Q774
Q305677 P17 Q230
Q305677 P131 Q2382197
Q2045916 P131 Q2298465
Q2045916 P17 Q29
Q990896 P131 Q1724343
Q990896 P17 Q142
Q990896 P131 Q12626
Q990896 P131 Q1270623
Q1438618 P131 Q973112
Q1438618 P17 Q30
Q702444 P17 Q142
Q702444 P36 Q182744
Q702444 P131 Q3093
Q425877 P421 Q6655
Q425877 P17 Q183
Q425877 P131 Q6018
Q425877 P421 Q6723
Q576444 P131 Q820677
Q576444 P17 Q183
Q5804117 P17 Q794
Q5804117 P131 Q928828
Q825738 P131 Q634537
Q825738 P17 Q183
Q451603 P915 Q759
Q7401126 P131 Q771
Q7401126 P17 Q30
Q564242 P17 Q40
Q564242 P131 Q267329
Q564242 P131 Q1741
Q16845986 P131 Q3224
Q16845986 P17 Q408
Q132561 P17 Q928
Q132561 P131 Q13899
Q132561 P421 Q6985
Q16214148 P27 Q30
Q16214148 P27 Q763
Q7063494 P131 Q173870
Q3825772 P17 Q419
Q3825772 P131 Q1944216
Q816058 P17 Q29
Q816058 P421 Q6655
Q816058 P131 Q54939
Q816058 P131 Q1520549
Q4642374 P159 Q1617253
Q4642374 P17 Q30
Q1049800 P131 Q1270623
Q1049800 P131 Q1400659
Q1049800 P131 Q12626
Q1049800 P17 Q142
Q1062227 P131 Q12626
Q2714222 P27 Q12544
Q6101650 P131 Q1004613
Q6101650 P17 Q43
Q6101650 P421 Q6760
Q5823551 P131 Q928828
Q5823551 P17 Q794
Q1331248 P131 Q4746019
Q1331248 P17 Q30
Q16535689 P17 Q142
Q16535689 P36 Q167141
Q76236 P36 Q2280
Q2155708 P17 Q16
Q839780 P1376 Q568001
Q839780 P131 Q3093
Q839780 P421 Q6655
Q839780 P421 Q6723
Q839780 P17 Q142
Q6343264 P131 Q124873
Q6343264 P17 Q928
Q5778836 P131 Q928828
Q6528720 P131 Q272784
Q6528720 P17 Q750
Q845805 P131 Q3093
Q845805 P421 Q6655
Q845805 P421 Q6723
Q845805 P17 Q142
Q845805 P131 Q509497
Q3449824 P17 Q30
Q3449824 P131 Q1124743
Q1308380 P36 Q3356822
Q1308380 P17 Q717
Q826967 P131 Q58343
Q826967 P17 Q29
Q1782406 P421 Q5385
Q1782406 P131 Q15282
Q1782406 P17 Q96
Q1369261 P131 Q1491
Q1369261 P17 Q750
Q1331948 P17 Q183
Q1331948 P131 Q6018
Q4759149 P27 Q184
Q1081892 P17 Q219
Q1081892 P421 Q6760
Q1081892 P131 Q1007272
Q1081892 P131 Q2549061
Q28249 P131 Q54440
Q28249 P1376 Q759
Q28249 P17 Q30
Q28249 P421 Q5390
Q28249 P421 Q5762
Q919097 P17 Q30
Q5825438 P17 Q794
Q5825438 P131 Q14907935
Q678742 P17 Q39
Q678742 P131 Q11911
Q5840145 P17 Q794
Q5840145 P131 Q5684513
Q6827282 P131 Q8652
Q6827282 P17 Q30
Q17081229 P159 Q1965
Q1014299 P421 Q6760
Q1014299 P131 Q79840
Q1014299 P421 Q6723
Q7446449 P131 Q6987730
Q7446449 P17 Q794
Q595282 P421 Q6723
Q595282 P421 Q6655
Q595282 P131 Q6837
Q595282 P17 Q183
Q5530536 P17 Q30
Q5530536 P131 Q506172
Q64847 P131 Q660546
Q64847 P131 Q12713
Q37333 P421 Q207020
Q37333 P17 Q36
Q37333 P131 Q1047730
Q3825547 P131 Q2088833
Q3825547 P17 Q419
Q5551006 P27 Q760
Q65826 P131 Q660546
Q65826 P131 Q12713
Q65826 P17 Q39
Q6099099 P131 Q83102
Q1477898 P131 Q537564
Q1477898 P17 Q750
Q5493467 P27 Q155019
Q4720125 P27 Q145
Q6117730 P17 Q30
Q6117730 P131 Q507382
Q4857807 P17 Q794
Q4857807 P131 Q4813765
Q165154 P17 Q165154
Q165154 P30 Q46
Q1939023 P131 Q55283
Q1939023 P17 Q29
Q6683179 P131 Q14460
Q6683179 P17 Q298
Q949481 P131 Q2545989
Q949481 P131 Q952845
Q949481 P17 Q159
Q42508 P131 Q478465
Q42508 P17 Q155
Q986153 P421 Q5762
Q986153 P17 Q750
Q986153 P131 Q1473307
Q7639067 P131 Q759
Q7639067 P17 Q30
Q4825433 P17 Q43
Q4825433 P131 Q1004613
Q4825433 P421 Q6760
Q600337 P17 Q717
Q21197849 P131 Q1415
Q21197849 P17 Q30
Q479820 P131 Q2970
Q5026155 P421 Q847142
Q5026155 P131 Q108087
Q5026155 P17 Q30
Q742065 P131 Q270295
Q742065 P17 Q38
Q213782 P17 Q155
Q213782 P30 Q18
Q869512 P421 Q6655
Q869512 P17 Q142
Q869512 P131 Q1638325
Q869512 P131 Q3093
Q869512 P421 Q6723
Q41838 P27 Q12544
Q505577 P17 Q183
Q505577 P421 Q6723
Q505577 P421 Q6655
Q505577 P131 Q5956
Q1331837 P27 Q183
Q1331837 P27 Q16957
Q3317844 P17 Q30
Q3317844 P159 Q60
Q5863641 P17 Q794
Q181966 P131 Q766445
Q181966 P17 Q17
Q181966 P421 Q7041
Q953543 P131 Q812
Q953543 P131 Q488499
Q953543 P17 Q30
Q870738 P17 Q142
Q870738 P421 Q6723
Q870738 P131 Q3093
Q870738 P131 Q1638340
Q870738 P421 Q6655
Q7995364 P131 Q24646
Q7995364 P17 Q30
Q182993 P17 Q183
Q182993 P131 Q586
Q1651451 P421 Q6655
Q1651451 P131 Q54955
Q1651451 P17 Q29
Q664697 P421 Q6655
Q664697 P131 Q2247626
Q664697 P17 Q29
Q664697 P131 Q54939
Q2473125 P131 Q40898
Q2473125 P17 Q142
Q1776233 P17 Q142
Q1776233 P131 Q864341
Q13882 P131 Q13701
Q13882 P17 Q928
Q13882 P421 Q6985
Q13882 P36 Q542154
Q17056074 P131 Q700914
Q17056074 P17 Q142
Q17056074 P36 Q160199
Q16903842 P159 Q81033
Q7462885 P131 Q4813765
Q7462885 P17 Q794
Q1229853 P17 Q142
Q1066844 P131 Q36074
Q1066844 P36 Q986295
Q1066844 P17 Q408
Q1724193 P131 Q672744
Q1724193 P17 Q142
Q1724193 P36 Q996195
Q1558008 P27 Q28513
Q4705493 P131 Q8652
Q4705493 P17 Q30
Q1132294 P131 Q212540
Q1132294 P131 Q671158
Q1132294 P131 Q572993
Q1132294 P17 Q792
Q1635642 P131 Q82119
Q1635642 P17 Q29
Q943994 P17 Q142
Q943994 P131 Q17054
Q943994 P131 Q1122122
Q497172 P17 Q30
Q497172 P36 Q28206
Q497172 P131 Q724
Q2456696 P131 Q522992
Q2456696 P17 Q183
Q2456696 P30 Q46
Q810053 P131 Q13708
Q810053 P17 Q928
Q25205415 P17 Q750
Q25205415 P131 Q238079
Q6693411 P131 Q1965
Q6693411 P17 Q16
Q638170 P131 Q3003
Q638170 P421 Q6655
Q638170 P17 Q183
Q638170 P421 Q6723
Q7299876 P421 Q6655
Q7299876 P131 Q2309437
Q7299876 P17 Q36
Q220692 P17 Q241
Q220692 P36 Q115465
Q921064 P131 Q55283
Q921064 P17 Q29
Q921064 P421 Q6655
Q1080380 P131 Q2549061
Q1080380 P131 Q1007272
Q1080380 P421 Q6723
Q1080380 P17 Q219
Q1080380 P421 Q6760
Q2382357 P17 Q792
Q2382357 P131 Q739664
Q9061226 P131 Q1993371
Q4825636 P131 Q1004454
Q4825636 P17 Q43
Q4825636 P421 Q6760
Q2504235 P421 Q6655
Q2504235 P17 Q215
Q2504235 P131 Q1015
Q5795873 P17 Q794
Q2393921 P131 Q1335276
Q2393921 P17 Q750
Q2597019 P17 Q183
Q2597019 P131 Q2916
Q2597019 P421 Q6655
Q1720696 P131 Q54161
Q1720696 P17 Q30
Q525667 P131 Q181376
Q525667 P421 Q6760
Q525667 P17 Q184
Q848195 P421 Q6655
Q848195 P17 Q142
Q848195 P421 Q6723
Q848195 P131 Q3093
Q848195 P131 Q1637892
Q5059350 P131 Q54441
Q5059350 P17 Q30
Q699952 P131 Q267329
Q699952 P17 Q40
Q699952 P131 Q1741
Q28124469 P131 Q506230
Q28124469 P17 Q30
Q192370 P17 Q191
Q192370 P421 Q6723
Q192370 P36 Q13972
Q4825035 P131 Q1004613
Q4825035 P17 Q43
Q4825035 P421 Q6760
Q4905267 P17 Q145
Q6427761 P17 Q36
Q6427761 P421 Q6723
Q6427761 P131 Q2181160
Q6427761 P421 Q6655
Q5828101 P17 Q794
Q5828101 P131 Q5683271
Q2309428 P17 Q39
Q7814699 P159 Q1994665
Q69131 P131 Q182001
Q69131 P131 Q12713
Q69131 P17 Q39
Q960953 P27 Q12544
Q4816774 P17 Q30
Q4816774 P159 Q49158
Q27717 P159 Q37333
Q2892716 P131 Q47483
Q2892716 P17 Q29
Q25207254 P17 Q750
Q25207254 P131 Q238079
Q1023149 P17 Q43
Q1023149 P421 Q6760
Q1023149 P131 Q131597
Q6147351 P27 Q760
Q3449541 P17 Q30
Q3449541 P131 Q491046
Q5866114 P17 Q794
Q5866114 P131 Q5684077
Q205112 P17 Q419
Q66711 P17 Q39
Q66711 P131 Q12713
Q630917 P159 Q1058775
Q630917 P17 Q30
Q2008532 P17 Q155
Q2008532 P131 Q39517
Q131999 P131 Q837891
Q131999 P17 Q214
Q17102414 P159 Q1524
Q17091842 P159 Q49191
Q5501175 P421 Q847142
Q5501175 P17 Q30
Q5501175 P30 Q49
Q5501175 P131 Q108067
Q16 P421 Q3134980
Q16 P421 Q941023
Q16 P421 Q5385
Q16 P421 Q847142
Q16 P17 Q16
Q4781824 P17 Q30
Q4781824 P131 Q49158
Q4781824 P131 Q771
Q2412277 P421 Q6723
Q2412277 P17 Q36
Q3868091 P17 Q38
Q3868091 P131 Q279
Q2042507 P131 Q500776
Q2042507 P17 Q30
Q1142823 P159 Q2887
Q1198528 P131 Q162880
Q1198528 P421 Q6985
Q1198528 P17 Q148
Q1905388 P131 Q1553230
Q1028048 P421 Q6655
Q1028048 P17 Q214
Q1028048 P421 Q6723
Q1011171 P131 Q108101
Q1011171 P17 Q30
Q3310624 P17 Q30
Q3310624 P131 Q18424
Q5049630 P17 Q29
Q5049630 P131 Q617580
Q1817096 P131 Q468557
Q1817096 P17 Q30
Q5439972 P159 Q1491
Q194145 P17 Q142
Q194145 P421 Q6723
Q194145 P1376 Q700965
Q194145 P131 Q3093
Q194145 P421 Q6655
Q194145 P131 Q552018
Q7085486 P131 Q15684
Q7085486 P17 Q29
Q6863619 P131 Q594275
Q630173 P17 Q183
Q630173 P421 Q6655
Q630173 P421 Q6723
Q3270825 P27 Q12544
Q285098 P17 Q29
Q285098 P131 Q5756
Q285098 P131 Q5739
Q6736252 P421 Q6723
Q6736252 P17 Q41
Q6736252 P421 Q6760
Q7718048 P17 Q30
Q7718048 P131 Q497172
Q425638 P17 Q30
Q7894249 P17 Q804
Q7894249 P131 Q3306
Q5752697 P131 Q2327665
Q5752697 P17 Q36
Q5752697 P421 Q6723
Q5752697 P421 Q6655
Q21016192 P17 Q30
Q21016192 P131 Q49186
Q849507 P17 Q142
Q849507 P421 Q6655
Q849507 P421 Q6723
Q849507 P131 Q3093
Q849507 P131 Q925372
Q115465 P421 Q5390
Q115465 P17 Q241
Q115465 P421 Q941023
Q115465 P421 Q5762
Q115465 P131 Q220692
Q24525607 P159 Q1650454
Q5862171 P131 Q5691747
Q5862171 P17 Q794
Q131816 P421 Q6985
Q131816 P131 Q13902
Q131816 P17 Q928
Q5117762 P131 Q15095
Q5117762 P17 Q29
Q441249 P27 Q12544
Q3517281 P17 Q142
Q3517281 P131 Q40898
Q1899080 P131 Q39517
Q1899080 P17 Q155
Q7429423 P131 Q272985
Q7429423 P421 Q6760
Q7429423 P17 Q43
Q6912736 P17 Q760
Q1939220 P17 Q29
Q12015831 P131 Q1697
Q12015831 P17 Q15180
Q12015831 P421 Q6760
Q12015831 P17 Q159
Q12015831 P131 Q2842
Q5975448 P131 Q6346
Q5975448 P17 Q30
Q28842927 P17 Q750
Q3379256 P131 Q108101
Q3379256 P17 Q30
Q3379256 P421 Q847142
Q5815166 P17 Q794
Q5815166 P131 Q5683271
Q1567693 P131 Q283043
Q7110895 P17 Q30
Q7110895 P131 Q1384
Q3450506 P17 Q30
Q3450506 P131 Q1124743
Q1885588 P17 Q184
Q2586282 P17 Q734
Q3361179 P17 Q236
Q3361179 P131 Q115276
Q4853936 P421 Q6723
Q4853936 P421 Q6760
Q4853936 P131 Q2549061
Q4853936 P17 Q219
Q1292804 P159 Q41699
Q1292804 P17 Q760
Q1993019 P131 Q2298465
Q1993019 P131 Q54939
Q1993019 P17 Q29
Q5198612 P131 Q617580
Q5198612 P17 Q29
Q738336 P17 Q215
Q738336 P131 Q1015
Q738336 P421 Q6655
Q818700 P17 Q183
Q818700 P131 Q2970
Q818700 P421 Q6723
Q4587533 P131 Q1784180
Q4587533 P17 Q30
Q7105423 P131 Q2325356
Q7105423 P17 Q36
Q7105423 P421 Q6655
Q3353627 P17 Q96
Q3353627 P131 Q81033
Q67909 P131 Q680996
Q67909 P17 Q39
Q67909 P131 Q11943
Q185114 P131 Q3515689
Q185114 P421 Q6760
Q185114 P17 Q219
Q185114 P421 Q6723
Q806914 P159 Q81033
Q665953 P17 Q183
Q665953 P421 Q6723
Q665953 P421 Q6655
Q3116994 P131 Q953557
Q3116994 P17 Q760
Q5004852 P17 Q29
Q5004852 P131 Q617580
Q290922 P17 Q30
Q290922 P131 Q49158
Q5910585 P17 Q29
Q5910585 P131 Q55180
Q782684 P131 Q1638340
Q782684 P17 Q142
Q782684 P131 Q3093
Q782684 P421 Q6723
Q5400082 P17 Q804
Q5400082 P131 Q557506
Q5400082 P131 Q3306
Q3350435 P27 Q212
Q2567721 P131 Q1761
Q4825712 P131 Q1004454
Q4825712 P17 Q43
Q4825712 P421 Q6760
Q100049 P131 Q16209
Q100049 P421 Q6655
Q100049 P17 Q38
Q100049 P421 Q6723
Q680965 P159 Q64224
Q4603349 P131 Q15282
Q2047570 P17 Q29
Q2047570 P131 Q55283
Q688269 P17 Q142
Q688269 P421 Q6655
Q688269 P421 Q6723
Q688269 P131 Q12626
Q688269 P131 Q1270623
Q2902817 P131 Q212432
Q2902817 P17 Q928
Q5401558 P159 Q13972
Q4825009 P17 Q43
Q4825009 P421 Q6760
Q4825009 P131 Q1004613
Q6270986 P17 Q408
Q6270986 P131 Q24067070
Q6270986 P131 Q3224
Q14556 P17 Q29
Q14556 P131 Q5739
